Central America and the Caribbean,Costa Rica,Baby Food,Online,C,6/11/2012,698089587,7/5/2012,9077,255.28,159.42,2317176.56,1447055.34,870121.22
Sub-Saharan Africa,Benin,Cosmetics,Offline,L,3/10/2013,244869649,3/16/2013,1226,437.20,263.33,536007.20,322842.58,213164.62
Middle East and North Africa,Afghanistan,Meat,Online,C,8/21/2014,680182731,8/21/2014,40,421.89,364.69,16875.60,14587.60,2288.00
Europe,Portugal,Snacks,Offline,C,8/18/2011,693140161,10/7/2011,4431,152.58,97.44,676081.98,431756.64,244325.34
Europe,Moldova ,Cereal,Online,L,6/7/2011,843165767,7/13/2011,342,205.70,117.11,70349.40,40051.62,30297.78
Sub-Saharan Africa,Guinea,Beverages,Offline,M,10/20/2014,409995877,10/25/2014,5746,47.45,31.79,272647.70,182665.34,89982.36
Central America and the Caribbean,Dominican Republic,Fruits,Offline,M,3/16/2012,543679320,4/25/2012,5647,9.33,6.92,52686.51,39077.24,13609.27
Sub-Saharan Africa,Tanzania,Office Supplies,Offline,M,4/25/2010,214577424,6/1/2010,7083,651.21,524.96,4612520.43,3718291.68,894228.75
Asia,Kyrgyzstan,Fruits,Online,M,1/30/2013,263364017,3/3/2013,4120,9.33,6.92,38439.60,28510.40,9929.20
Europe,Iceland,Baby Food,Online,M,5/20/2010,251025426,6/10/2010,2857,255.28,159.42,729334.96,455462.94,273872.02
Europe,Switzerland,Cosmetics,Offline,L,1/31/2012,708860480,3/14/2012,6423,437.20,263.33,2808135.60,1691368.59,1116767.01
Asia,Cambodia,Beverages,Online,L,12/20/2013,888480508,2/4/2014,9981,47.45,31.79,473598.45,317295.99,156302.46
Sub-Saharan Africa,Seychelles ,Household,Offline,H,9/8/2016,111809337,9/26/2016,5722,668.27,502.54,3823840.94,2875533.88,948307.06
Sub-Saharan Africa,Sudan,Office Supplies,Offline,C,5/13/2014,921083295,5/24/2014,7870,651.21,524.96,5125022.70,4131435.20,993587.50
Europe,Bosnia and Herzegovina,Office Supplies,Online,C,7/23/2013,528851211,8/6/2013,7680,651.21,524.96,5001292.80,4031692.80,969600.00
Middle East and North Africa,Turkey,Meat,Online,C,4/25/2014,267974412,5/27/2014,8438,421.89,364.69,3559907.82,3077254.22,482653.60
Middle East and North Africa,Tunisia ,Personal Care,Offline,C,12/18/2013,641626727,12/21/2013,462,81.73,56.67,37759.26,26181.54,11577.72
Sub-Saharan Africa,Cape Verde,Personal Care,Online,L,11/23/2010,873294484,12/26/2010,6099,81.73,56.67,498471.27,345630.33,152840.94
Europe,Ireland,Vegetables,Offline,M,12/4/2015,256776511,12/19/2015,4731,154.06,90.93,728857.86,430189.83,298668.03
Asia,Bangladesh,Fruits,Offline,C,8/22/2010,406184136,8/26/2010,7767,9.33,6.92,72466.11,53747.64,18718.47
Central America and the Caribbean,Jamaica,Fruits,Online,L,10/10/2011,305941188,11/24/2011,3651,9.33,6.92,34063.83,25264.92,8798.91
Middle East and North Africa,Pakistan,Household,Offline,C,5/29/2014,360783994,7/14/2014,2856,668.27,502.54,1908579.12,1435254.24,473324.88
Middle East and North Africa,Algeria,Baby Food,Online,C,11/23/2010,145761382,11/23/2010,2887,255.28,159.42,736993.36,460245.54,276747.82
Sub-Saharan Africa,Benin,Personal Care,Offline,C,5/18/2017,656234681,6/7/2017,3280,81.73,56.67,268074.40,185877.60,82196.80
Europe,Latvia,Snacks,Offline,M,12/25/2016,257877719,12/26/2016,602,152.58,97.44,91853.16,58658.88,33194.28
Sub-Saharan Africa,South Sudan,Snacks,Offline,L,8/15/2016,536676824,8/20/2016,3453,152.58,97.44,526858.74,336460.32,190398.42
Asia,China,Clothes,Offline,M,11/28/2012,448930823,12/28/2012,7462,109.28,35.84,815447.36,267438.08,548009.28
Central America and the Caribbean,Trinidad and Tobago,Household,Offline,C,2/7/2011,371251046,3/17/2011,289,668.27,502.54,193130.03,145234.06,47895.97
Australia and Oceania,Palau,Personal Care,Online,M,9/24/2013,750561320,10/25/2013,6629,81.73,56.67,541788.17,375665.43,166122.74
Asia,South Korea,Vegetables,Online,H,10/28/2016,754097974,11/17/2016,3203,154.06,90.93,493454.18,291248.79,202205.39
Europe,Latvia,Snacks,Offline,H,9/6/2013,519409835,9/16/2013,3767,152.58,97.44,574768.86,367056.48,207712.38
